Name, Country1,Country2, Age, Position,PreviousClub,NextClub,Season,Year,TransferFee
Maxi L�pez,Argentina,Italy,30,CF,Catania,Chievo Verona,Summer,2014,1500000.0
Nicola Bellomo,Italy,None,23,AM,Torino,Chievo Verona,Summer,2014,800000.0
Alessandro Gamberini,Italy,None,32,CB,SSC Napoli,Chievo Verona,Summer,2014,300000.0
Raffaele Pucino,Italy,None,23,RB,Sassuolo,Chievo Verona,Summer,2014,300000.0
Albano Bizzarri,Argentina,Italy,36,GK,Genoa,Chievo Verona,Summer,2014,100000.0
Riccardo Meggiorini,Italy,None,28,SS,Torino,Chievo Verona,Summer,2014,0
Marcos Miranda,Brazil,None,22,GK,Sorrento,Chievo Verona,Summer,2014,0
Emanuele Gatto,Italy,None,20,CM,Siena,Chievo Verona,Summer,2014,0
Thomas Mangani,France,Italy,27,CM,AS Nancy,Chievo Verona,Summer,2014,0
Edimar,Brazil,None,28,LB,CFR Cluj,Chievo Verona,Summer,2014,0
Francesco Sabatucci,Italy,None,23,CB,Lumezzane,Chievo Verona,Summer,2014,-1
Mario Gargiulo,Italy,None,18,CM,Brescia U19,Chievo Verona,Summer,2014,-1
Valerio Anastasi,Italy,None,24,CF,Reggiana,Chievo Verona,Summer,2014,-1
Yves Baraye,Senegal,None,22,SS,Juve Stabia,Chievo Verona,Summer,2014,-1
Salvatore Gallo,Italy,None,22,CM,Unione Venezia,Chievo Verona,Summer,2014,-1
Cyril Th�r�au,France,None,31,CF,Chievo Verona,Udinese Calcio,Summer,2014,2000000.0
Luca Rigoni,Italy,None,29,CM,Chievo Verona,US Palermo,Summer,2014,1400000.0
Marco Silvestri,Italy,None,23,GK,Chievo Verona,Leeds,Summer,2014,500000.0
Adri�n Calello,Argentina,Italy,27,DM,Chievo Verona,Catania,Summer,2014,0
Pavol Farkas,Slovakia,None,29,CB,Chievo Verona,FK Gabala,Summer,2014,0
Boukary Dram�,Senegal,France,28,LB,Chievo Verona,Atalanta,Summer,2014,0
Luka Tomas,Croatia,None,22,CB,Chievo Verona,Zmaj Makarska,Summer,2014,0
Claiton,Brazil,Italy,29,CB,Chievo Verona,Crotone,Summer,2014,0
Michael Agazzi,Italy,None,29,GK,Chievo Verona,AC Milan,Summer,2014,0
Roberto Guana,Italy,None,33,CM,Chievo Verona,Pescara,Summer,2014,0
Riccardo Improta,Italy,None,20,RW,Chievo Verona,Genoa,Summer,2014,-1
Lucas Finazzi,Brazil,Italy,24,CM,Chievo Verona,Grosseto,Summer,2014,-1
Anthony Rivituso,Belgium,None,19,RB,Chievo Verona,Anderlecht Res.,Summer,2014,-1
Kamil Vacek,Czech Republic,None,27,CM,Chievo Verona,Sparta Praha,Summer,2014,-1
Pablo Granoche,Uruguay,Italy,30,CF,Chievo Verona,Modena FC,Summer,2014,-1
Domenico Franco,Italy,None,21,CM,Chievo Verona,None,Summer,2014,-1
Salvatore Gallo,Italy,None,22,CM,Chievo Verona,Savoia,Summer,2014,-1
Marco Pavanello,Italy,None,22,GK,Chievo Verona,None,Summer,2014,-1
Oumaro Coulibaly,Mali,Italy,21,CB,Chievo Verona,None,Summer,2014,-1
Lorenzo Squizzi,Italy,None,40,GK,Chievo Verona,None,Summer,2014,-1
Jacopo Coletta,Italy,None,22,GK,Chievo Verona,None,Summer,2014,-1
Matt Miazga,United States,Poland,20,CB,NY Red Bulls,Chelsea FC,Winter,2015,4600000.0
Marco Amelia,Italy,None,33,GK,None,Chelsea FC,Winter,2015,-1
Ramires,Brazil,None,28,CM,Chelsea FC,JS Suning,Winter,2015,28000000.0
Ulises D�vila,Mexico,None,24,AM,Chelsea FC,Santos,Winter,2015,-1
Anthony C�ceres,Australia,Uruguay,23,CM,Central Coast Mariners,Manchester City,Winter,2015,320000.0
Luke Brattan,Australia,England,25,DM,Brisbane Roar,Manchester City,Winter,2015,0
George Evans,England,None,21,DM,Manchester City,Reading,Winter,2015,0
Mohamed Elneny,Egypt,None,23,DM,FC Basel,Arsenal FC,Winter,2015,12500000.0
Pedro,Spain,None,28,RW,FC Barcelona,Chelsea FC,Summer,2015,27000000.0
Abdul Rahman Baba,Ghana,None,21,LB,FC Augsburg,Chelsea FC,Summer,2015,20000000.0
Asmir Begovic,Bosnia-Herzegovina,Canada,28,GK,Stoke City,Chelsea FC,Summer,2015,11000000.0
Kenedy,Brazil,None,19,LB,Fluminense,Chelsea FC,Summer,2015,8000000.0
Michael Hector,Jamaica,England,23,CB,Reading,Chelsea FC,Summer,2015,5400000.0
Nathan,Brazil,None,19,LW,Atl�tico-PR,Chelsea FC,Summer,2015,4000000.0
Papy Djilobodji,Senegal,None,26,CB,FC Nantes,Chelsea FC,Summer,2015,3500000.0
Danilo Pantic,Serbia,None,18,LW,Partizan,Chelsea FC,Summer,2015,0
Marco Amelia,Italy,None,33,GK,None,Chelsea FC,Summer,2015,-1
Filipe Lu�s,Brazil,Italy,29,LB,Chelsea FC,Atl�tico Madrid,Summer,2015,16000000.0
Petr Cech,Czech Republic,None,33,GK,Chelsea FC,Arsenal,Summer,2015,14000000.0
Thorgan Hazard,Belgium,None,22,LW,Chelsea FC,Bor. M'gladbach,Summer,2015,8000000.0
Oriol Romeu,Spain,None,23,DM,Chelsea FC,Southampton,Summer,2015,7000000.0
Ga�l Kakuta,Congo DR,France,24,LW,Chelsea FC,Sevilla FC,Summer,2015,6000000.0
Josh McEachran,England,Scotland,22,CM,Chelsea FC,Brentford,Summer,2015,1040000.0
Didier Drogba,Cote d'Ivoire,France,37,CF,Chelsea FC,Montreal Impact,Summer,2015,0
Kevin De Bruyne,Belgium,None,24,AM,VfL Wolfsburg,Manchester City,Summer,2015,74000000.0
Raheem Sterling,England,Jamaica,20,RW,Liverpool,Manchester City,Summer,2015,62500000.0
Nicol�s Otamendi,Argentina,None,27,CB,Valencia CF,Manchester City,Summer,2015,44600000.0
Patrick Roberts,England,None,18,RM,Fulham,Manchester City,Summer,2015,15000000.0
Fabian Delph,England,Guyana,25,CM,Aston Villa,Manchester City,Summer,2015,11500000.0
Enes �nal,Turkey,None,18,CF,Bursaspor,Manchester City,Summer,2015,4400000.0
Florian Lejeune,France,None,24,CB,Girona FC,Manchester City,Summer,2015,300000.0
Rub�n Sobrino,Spain,None,23,CF,Ponferradina,Manchester City,Summer,2015,275000.0
Luke Brattan,Australia,England,25,DM,Brisbane Roar,Manchester City,Summer,2015,0
�lvaro Negredo,Spain,None,29,CF,Manchester City,Valencia CF,Summer,2015,28000000.0
Rony Lopes,Portugal,Brazil,19,RW,Manchester City,Monaco,Summer,2015,12000000.0
Matija Nastasic,Serbia,None,22,CB,Manchester City,FC Schalke 04,Summer,2015,9500000.0
Karim Rekik,Netherlands,Tunisia,20,CB,Manchester City,Marseille,Summer,2015,5000000.0
Scott Sinclair,England,None,26,LM,Manchester City,Aston Villa,Summer,2015,3500000.0
Dedryck Boyata,Belgium,Congo DR,24,CB,Manchester City,Celtic,Summer,2015,2000000.0
Jos� Pozo,Spain,None,19,CF,Manchester City,UD Almer�a,Summer,2015,500000.0
Micah Richards,England,St. Kitts &Nevis,27,CB,Manchester City,Aston Villa,Summer,2015,0
Adam Drury,England,None,21,RB,Manchester City,Bristol Rovers,Summer,2015,0
John Guidetti,Sweden,None,23,CF,Manchester City,Celta de Vigo,Summer,2015,0
James Milner,England,None,29,CM,Manchester City,Liverpool,Summer,2015,0
Devante Cole,England,Jamaica,20,CF,Manchester City,Bradford City,Summer,2015,0
Petr Cech,Czech Republic,None,33,GK,Chelsea,Arsenal FC,Summer,2015,14000000.0
Lukas Podolski,Germany,Poland,30,CF,Arsenal FC,Galatasaray,Summer,2015,2500000.0
Abou Diaby,France,Cote d'Ivoire,29,CM,Arsenal FC,Marseille,Summer,2015,0
Ryo Miyaichi,Japan,None,22,LW,Arsenal FC,FC St. Pauli,Summer,2015,0
Semi Ajayi,Nigeria,England,21,CB,Arsenal FC,Cardiff,Summer,2015,0
Anthony Martial,France,Guadeloupe,19,LW,Monaco,Manchester United,Summer,2015,60000000.0
Morgan Schneiderlin,France,None,25,DM,Southampton,Manchester United,Summer,2015,35000000.0
Memphis Depay,Netherlands,Ghana,21,LW,PSV Eindhoven,Manchester United,Summer,2015,34000000.0
Matteo Darmian,Italy,None,25,RB,Torino,Manchester United,Summer,2015,18000000.0
Bastian Schweinsteiger,Germany,None,30,CM,Bayern Munich,Manchester United,Summer,2015,9000000.0
Sergio Romero,Argentina,Italy,28,GK,Sampdoria,Manchester United,Summer,2015,0
�ngel Di Mar�a,Argentina,Italy,27,RW,Manchester United,Paris SG,Summer,2015,63000000.0
Chicharito,Mexico,None,27,CF,Manchester United,Bay. Leverkusen,Summer,2015,12000000.0
Jonny Evans,Northern Ireland,None,27,CB,Manchester United,West Brom,Summer,2015,8300000.000000001
Robin van Persie,Netherlands,None,31,CF,Manchester United,Fenerbahce,Summer,2015,6500000.0
Nani,Portugal,Cape Verde,28,LW,Manchester United,Fenerbahce,Summer,2015,6000000.0
Rafael,Brazil,Portugal,25,RB,Manchester United,Olympique Lyon,Summer,2015,3200000.0
�ngelo Henr�quez,Chile,None,21,CF,Manchester United,Dinamo Zagreb,Summer,2015,1670000.0
Reece James,England,None,21,LB,Manchester United,Wigan,Summer,2015,1400000.0
Anders Lindegaard,Denmark,None,31,GK,Manchester United,West Brom,Summer,2015,0
Ben Amos,England,None,25,GK,Manchester United,Bolton,Summer,2015,0
Tom Cleverley,England,None,25,CM,Manchester United,Everton,Summer,2015,0
Tom Thorpe,England,None,22,CB,Manchester United,Rotherham,Summer,2015,0
Heung-Min Son,Korea  South,None,23,LW,Bay. Leverkusen,Tottenham Hotspur,Summer,2015,30000000.0
Toby Alderweireld,Belgium,None,26,CB,Atl�tico Madrid,Tottenham Hotspur,Summer,2015,16000000.0
Clinton N'Jie,Cameroon,None,22,CF,Olympique Lyon,Tottenham Hotspur,Summer,2015,14100000.0
Kevin Wimmer,Austria,None,22,CB,1. FC K�ln,Tottenham Hotspur,Summer,2015,6000000.0
Kieran Trippier,England,None,24,RB,Burnley,Tottenham Hotspur,Summer,2015,4900000.0
Paulinho,Brazil,None,26,CM,Tottenham Hotspur,GZ Evergrande,Summer,2015,14000000.0
�tienne Capoue,France,Guadeloupe,26,DM,Tottenham Hotspur,Watford,Summer,2015,8900000.0
Benjamin Stambouli,France,None,24,DM,Tottenham Hotspur,Paris SG,Summer,2015,8600000.0
Vlad Chiriches,Romania,None,25,CB,Tottenham Hotspur,SSC Napoli,Summer,2015,7000000.0
Lewis Holtby,Germany,England,24,AM,Tottenham Hotspur,Hamburger SV,Summer,2015,6500000.0
Aaron Lennon,England,Ireland,28,RW,Tottenham Hotspur,Everton,Summer,2015,6000000.0
Youn�s Kaboul,France,Morocco,29,CB,Tottenham Hotspur,Sunderland,Summer,2015,4300000.0
Ryan Fredericks,England,None,22,RB,Tottenham Hotspur,Bristol City,Summer,2015,250000.0
Bongani Khumalo,South Africa,Swaziland,28,CB,Tottenham Hotspur,SuperSport Utd.,Summer,2015,0
Jonathan Miles,England,None,22,GK,Tottenham Hotspur,Ebbsfleet Utd,Summer,2015,0
Tomislav Gomelt,Croatia,None,20,CM,Tottenham Hotspur,Bari,Summer,2015,0
Jordan Archer,Scotland,England,22,GK,Tottenham Hotspur,Millwall,Summer,2015,0
Cristian Ceballos,Spain,None,22,LW,Tottenham Hotspur,Charlton,Summer,2015,0
Grant Hall,England,None,23,CB,Tottenham Hotspur,QPR,Summer,2015,-1
Brad Friedel,United States,None,44,GK,Tottenham Hotspur,None,Summer,2015,-1
Emmanuel Adebayor,Togo,Nigeria,31,CF,Tottenham Hotspur,None,Summer,2015,-1
Christian Benteke,Belgium,Congo DR,24,CF,Aston Villa,Liverpool FC,Summer,2015,46500000.0
Roberto Firmino,Brazil,None,23,SS,TSG Hoffenheim,Liverpool FC,Summer,2015,41000000.0
Nathaniel Clyne,England,Grenada,24,RB,Southampton,Liverpool FC,Summer,2015,17700000.0
Danny Ings,England,None,22,CF,Burnley,Liverpool FC,Summer,2015,8300000.000000001
Joe Gomez,England,The Gambia,18,CB,Charlton,Liverpool FC,Summer,2015,4900000.0
�d�m Bogd�n,Hungary,None,27,GK,Bolton,Liverpool FC,Summer,2015,0
James Milner,England,None,29,CM,Man City,Liverpool FC,Summer,2015,0
Raheem Sterling,England,Jamaica,20,RW,Liverpool FC,Man City,Summer,2015,62500000.0
Fabio Borini,Italy,None,24,LW,Liverpool FC,Sunderland,Summer,2015,10700000.0
Iago Aspas,Spain,None,27,RW,Liverpool FC,Sevilla FC,Summer,2015,6000000.0
Rickie Lambert,England,None,33,CF,Liverpool FC,West Brom,Summer,2015,4200000.0
Sebasti�n Coates,Uruguay,Spain,24,CB,Liverpool FC,Sunderland,Summer,2015,2800000.0
Glen Johnson,England,None,30,RB,Liverpool FC,Stoke City,Summer,2015,0
Rafa P�ez,Spain,None,20,CB,Liverpool FC,AD Alcorc�n,Summer,2015,0
Steven Gerrard,England,None,35,CM,Liverpool FC,Los Angeles,Summer,2015,0
Brad Jones,Australia,England,33,GK,Liverpool FC,Bradford City,Summer,2015,0
Jos� Enrique,Spain,None,30,LB,Liverpool FC,None,Summer,2015,-1
Virgil van Dijk,Netherlands,Suriname,24,CB,Celtic,Southampton FC,Summer,2015,15700000.0
Jordy Clasie,Netherlands,None,24,DM,Feyenoord,Southampton FC,Summer,2015,15000000.0
Juanmi,Spain,None,22,RW,M�laga CF,Southampton FC,Summer,2015,7000000.0
C�dric Soares,Portugal,Germany,23,RB,Sporting CP,Southampton FC,Summer,2015,7000000.0
Oriol Romeu,Spain,None,23,DM,Chelsea,Southampton FC,Summer,2015,7000000.0
Cuco Martina,Curacao,Netherlands,25,RB,FC Twente,Southampton FC,Summer,2015,1500000.0
Morgan Schneiderlin,France,None,25,DM,Southampton FC,Man Utd,Summer,2015,35000000.0
Nathaniel Clyne,England,Grenada,24,RB,Southampton FC,Liverpool,Summer,2015,17700000.0
Jos Hooiveld,Netherlands,None,32,CB,Southampton FC,AIK Solna,Summer,2015,0
Emmanuel Mayuka,Zambia,None,24,CF,Southampton FC,FC Metz,Summer,2015,0
Artur Boruc,Poland,None,35,GK,Southampton FC,Bournemouth,Summer,2015,0
Daniel Osvaldo,Italy,Argentina,29,CF,Southampton FC,FC Porto,Summer,2015,0
Jake Sinclair,England,Jamaica,20,SS,Southampton FC,None,Summer,2015,-1
�der,Portugal,Guinea-Bissau,27,CF,Braga,Swansea City,Summer,2015,6700000.0
Franck Tabanou,France,None,26,LB,Saint-�tienne,Swansea City,Summer,2015,4900000.0
Kristoffer Nordfeldt,Sweden,None,26,GK,Heerenveen,Swansea City,Summer,2015,850000.0
Oliver McBurnie,Scotland,England,19,CF,Bradford City,Swansea City,Summer,2015,350000.0
Andr� Ayew,Ghana,France,25,LW,Marseille,Swansea City,Summer,2015,0
Jazz Richards,Wales,None,24,RB,Swansea City,Fulham,Summer,2015,705000.0
Rory Donnelly,Northern Ireland,None,23,CF,Swansea City,Gillingham FC,Summer,2015,0
Curtis Obeng,England,Ghana,26,RB,Swansea City,None,Summer,2015,0
Scott Tancock,Wales,None,21,CB,Swansea City,Merthyr Town,Summer,2015,0
David Cornell,Wales,None,24,GK,Swansea City,Oldham Athletic,Summer,2015,0
Alan Tate,England,None,32,CB,Swansea City,None,Summer,2015,-1
Dwight Tiendalli,Netherlands,Suriname,29,RB,Swansea City,None,Summer,2015,-1
Xherdan Shaqiri,Switzerland,Kosovo,23,RW,Inter,Stoke City,Summer,2015,17000000.0
Joselu,Spain,None,25,CF,Hannover 96,Stoke City,Summer,2015,8000000.0
Philipp Wollscheid,Germany,None,26,CB,Bay. Leverkusen,Stoke City,Summer,2015,3800000.0
Jakob Haugaard,Denmark,None,23,GK,FC Midtjylland,Stoke City,Summer,2015,600000.0
Glen Johnson,England,None,30,RB,Liverpool,Stoke City,Summer,2015,0
Ibrahim Afellay,Netherlands,Morocco,29,LM,FC Barcelona,Stoke City,Summer,2015,0
Shay Given,Ireland,None,39,GK,Aston Villa,Stoke City,Summer,2015,0
Asmir Begovic,Bosnia-Herzegovina,Canada,28,GK,Stoke City,Chelsea,Summer,2015,11000000.0
Steven N'Zonzi,France,Congo DR,26,DM,Stoke City,Sevilla FC,Summer,2015,8000000.0
Robert Huth,Germany,None,30,CB,Stoke City,Leicester,Summer,2015,4200000.0
Alex Grant,Australia,England,21,CB,Stoke City,Perth Glory,Summer,2015,0
Jamie Ness,Scotland,None,24,CM,Stoke City,Scunthorpe Utd.,Summer,2015,0
James Alabi,England,Ghana,20,CF,Stoke City,Ipswich,Summer,2015,0
Thomas S�rensen,Denmark,None,39,GK,Stoke City,None,Summer,2015,-1
Wilson Palacios,Honduras,None,30,DM,Stoke City,None,Summer,2015,-1
Yohan Cabaye,France,None,29,CM,Paris SG,Crystal Palace,Summer,2015,13900000.0
Connor Wickham,England,Northern Ireland,22,CF,Sunderland,Crystal Palace,Summer,2015,10000000.0
Alex McCarthy,England,None,25,GK,QPR,Crystal Palace,Summer,2015,4900000.0
Kleton Perntreou,Albania,Greece,20,GK,Hibernian FC,Crystal Palace,Summer,2015,0
Bakary Sako,Mali,France,27,LW,Wolves,Crystal Palace,Summer,2015,0
Glenn Murray,England,None,31,CF,Crystal Palace,Bournemouth,Summer,2015,5400000.0
Michael Chambers,England,None,21,CB,Crystal Palace,Welling,Summer,2015,0
Owen Garvan,Ireland,None,27,CM,Crystal Palace,Colchester Utd.,Summer,2015,0
Barry Bannan,Scotland,None,25,CM,Crystal Palace,Sheff Wed,Summer,2015,0
Lewis Price,Wales,England,30,GK,Crystal Palace,Sheff Wed,Summer,2015,0
Stephen Dobbie,Scotland,None,32,SS,Crystal Palace,Bolton,Summer,2015,0
Sam Magri,Malta,England,21,RB,Crystal Palace,Dover Athletic,Summer,2015,0
Peter Ramage,England,Scotland,31,CB,Crystal Palace,Kerala Blasters,Summer,2015,0
Adl�ne Gu�dioura,Algeria,France,29,CM,Crystal Palace,Watford,Summer,2015,-1
Shola Ameobi,Nigeria,England,33,CF,Crystal Palace,None,Summer,2015,-1
Andy Johnson,England,None,34,CF,Crystal Palace,None,Summer,2015,-1
Jerome Thomas,England,Guyana,32,LW,Crystal Palace,None,Summer,2015,-1
Ramiro Funes Mori,Argentina,None,24,CB,River Plate,Everton FC,Summer,2015,12900000.0
Aaron Lennon,England,Ireland,28,RW,Spurs,Everton FC,Summer,2015,6000000.0
Gerard Deulofeu,Spain,None,21,RW,FC Barcelona,Everton FC,Summer,2015,6000000.0
Mason Holgate,England,Jamaica,18,CB,Barnsley FC,Everton FC,Summer,2015,1400000.0
Leandro Rodr�guez,Uruguay,Italy,22,CF,River Plate,Everton FC,Summer,2015,700000.0
David Henen,Belgium,None,19,LW,Olympiacos,Everton FC,Summer,2015,280000.0
Tom Cleverley,England,None,25,CM,Man Utd,Everton FC,Summer,2015,0
Louis Gray,Wales,None,20,GK,Wrexham AFC,Everton FC,Summer,2015,-1
Felipe Mattioni,Brazil,Italy,27,RB,None,Everton FC,Summer,2015,-1
Curtis Langton,England,None,19,CB,Everton FC,None,Summer,2015,0
Ben McLaughlin,Ireland,None,20,RB,Everton FC,Derry City,Summer,2015,0
Sylvain Distin,France,Guadeloupe,37,CB,Everton FC,Bournemouth,Summer,2015,0
Antol�n Alcaraz,Paraguay,Italy,33,CB,Everton FC,UD Las Palmas,Summer,2015,0
John Lundstram,England,None,21,CM,Everton FC,Oxford United,Summer,2015,0
Dimitri Payet,France,None,28,AM,Marseille,West Ham United,Summer,2015,15000000.0
Angelo Ogbonna,Italy,Nigeria,27,CB,Juventus,West Ham United,Summer,2015,11000000.0
Michail Antonio,England,Jamaica,25,RW,Nottm Forest,West Ham United,Summer,2015,9500000.0
Pedro Obiang,Spain,Equatorial Guinea,23,CM,Sampdoria,West Ham United,Summer,2015,6000000.0
Nikica Jelavic,Croatia,None,30,CF,Hull City,West Ham United,Summer,2015,4099999.9999999995
Darren Randolph,Ireland,None,28,GK,Birmingham,West Ham United,Summer,2015,0
Stewart Downing,England,None,30,LM,West Ham United,Middlesbrough,Summer,2015,7900000.0
Modibo Ma�ga,Mali,None,27,CF,West Ham United,Nasr,Summer,2015,4000000.0
Sean Maguire,Ireland,England,21,CF,West Ham United,Dundalk FC,Summer,2015,0
Jussi J��skel�inen,Finland,None,40,GK,West Ham United,Wigan,Summer,2015,0
Dan Potts,England,United States,21,LB,West Ham United,Luton Town,Summer,2015,0
Paul McCallum,England,None,21,CF,West Ham United,Leyton Orient,Summer,2015,0
Nen�,Brazil,Spain,34,AM,West Ham United,Vasco da Gama,Summer,2015,0
Morgan Amalfitano,France,None,30,RM,West Ham United,None,Summer,2015,-1
Carlton Cole,England,Sierra Leone,31,CF,West Ham United,None,Summer,2015,-1
Kevin Nolan,England,None,33,AM,West Ham United,None,Summer,2015,-1
Guy Demel,Cote d'Ivoire,France,34,RB,West Ham United,None,Summer,2015,-1
Jos� Salom�n Rond�n,Venezuela,None,25,CF,Zenit S-Pb,West Bromwich Albion,Summer,2015,17000000.0
James Chester,Wales,England,26,CB,Hull City,West Bromwich Albion,Summer,2015,11300000.0
Jonny Evans,Northern Ireland,None,27,CB,Man Utd,West Bromwich Albion,Summer,2015,8300000.000000001
Rickie Lambert,England,None,33,CF,Liverpool,West Bromwich Albion,Summer,2015,4200000.0
James McClean,Ireland,Northern Ireland,26,LW,Wigan,West Bromwich Albion,Summer,2015,2100000.0
Anders Lindegaard,Denmark,None,31,GK,Man Utd,West Bromwich Albion,Summer,2015,0
Brown Ideye,Nigeria,None,26,CF,West Bromwich Albion,Olympiacos,Summer,2015,5420000.0
Graham Dorrans,Scotland,None,28,CM,West Bromwich Albion,Norwich,Summer,2015,4099999.9999999995
Sebasti�n Blanco,Argentina,Spain,27,AM,West Bromwich Albion,San Lorenzo,Summer,2015,2000000.0
Joleon Lescott,England,None,33,CB,West Bromwich Albion,Aston Villa,Summer,2015,1400000.0
Youssouf Mulumbu,Congo DR,France,28,DM,West Bromwich Albion,Norwich,Summer,2015,0
Jason Davidson,Australia,Greece,24,LB,West Bromwich Albion,Huddersfield,Summer,2015,0
Donervon Daniels,England,Montserrat,21,CB,West Bromwich Albion,Wigan,Summer,2015,0
Chris Baird,Northern Ireland,None,33,DM,West Bromwich Albion,Derby,Summer,2015,0
Brad Garmston,Ireland,England,21,LB,West Bromwich Albion,Gillingham FC,Summer,2015,0
Liam O'Neil,England,Wales,22,DM,West Bromwich Albion,Chesterfield FC,Summer,2015,-1
Georgios Samaras,Greece,Australia,30,LW,West Bromwich Albion,None,Summer,2015,-1
Shinji Okazaki,Japan,None,29,CF,1.FSV Mainz 05,Leicester City,Summer,2015,11000000.0
N'Golo Kant�,France,Mali,24,DM,SM Caen,Leicester City,Summer,2015,9000000.0
Yohan Benalouane,Tunisia,France,28,CB,Atalanta,Leicester City,Summer,2015,7000000.0
G�khan Inler,Switzerland,Turkey,31,CM,SSC Napoli,Leicester City,Summer,2015,7000000.0
Robert Huth,Germany,None,30,CB,Stoke City,Leicester City,Summer,2015,4200000.0
Christian Fuchs,Austria,None,29,LB,FC Schalke 04,Leicester City,Summer,2015,0
David Nugent,England,Ireland,30,CF,Leicester City,Middlesbrough,Summer,2015,5600000.0
Chris Wood,New Zealand,None,23,CF,Leicester City,Leeds,Summer,2015,3600000.0
Kieran Kennedy,England,None,21,CB,Leicester City,Motherwell FC,Summer,2015,0
Matthew Upson,England,None,36,CB,Leicester City,MK Dons,Summer,2015,0
Anthony Knockaert,France,Belgium,23,RW,Leicester City,Standard Li�ge,Summer,2015,0
Paul Gallagher,Scotland,None,30,CM,Leicester City,Preston NE,Summer,2015,0
Gary Taylor-Fletcher,England,None,34,RW,Leicester City,None,Summer,2015,0
Tom Hopper,England,None,21,CF,Leicester City,Scunthorpe Utd.,Summer,2015,0
Adam Dawson,England,None,22,RW,Leicester City,Kidderminster,Summer,2015,0
Adam Smith,England,None,22,GK,Leicester City,Northampt. Town,Summer,2015,0
Esteban Cambiasso,Argentina,Italy,34,DM,Leicester City,Olympiacos,Summer,2015,0
Zoumana Bakayogo,Cote d'Ivoire,France,28,LB,Leicester City,None,Summer,2015,-1
Conrad Logan,Ireland,None,29,GK,Leicester City,None,Summer,2015,-1
Georginio Wijnaldum,Netherlands,Suriname,24,CM,PSV Eindhoven,Newcastle United,Summer,2015,20000000.0
Aleksandar Mitrovic,Serbia,None,20,CF,RSC Anderlecht,Newcastle United,Summer,2015,18500000.0
Florian Thauvin,France,None,22,RW,Marseille,Newcastle United,Summer,2015,18350000.0
Chancel Mbemba,Congo DR,None,20,CB,RSC Anderlecht,Newcastle United,Summer,2015,12000000.0
Ivan Toney,England,None,19,CF,Northampt. Town,Newcastle United,Summer,2015,710000.0
Davide Santon,Italy,None,24,LB,Newcastle United,Inter,Summer,2015,3700000.0
Mehdi Abeid,Algeria,France,23,CM,Newcastle United,Panathinaikos,Summer,2015,600000.0
Adam Campbell,England,None,20,CF,Newcastle United,Notts County,Summer,2015,0
Jak Alnwick,England,None,22,GK,Newcastle United,Port Vale,Summer,2015,0
Ryan Taylor,England,None,30,RB,Newcastle United,Hull City,Summer,2015,0
Jon�s Guti�rrez,Argentina,Italy,32,LM,Newcastle United,Dep. La Coru�a,Summer,2015,0
Remie Streete,England,Jamaica,20,CB,Newcastle United,Port Vale,Summer,2015,0
Gabriel Obertan,France,Guadeloupe,27,RW,Newcastle United,None,Summer,2015,-1
Sylvain Marveaux,Martinique,France,30,AM,Newcastle United,None,Summer,2015,-1
Jeremain Lens,Netherlands,Suriname,27,RW,Dynamo Kyiv,Sunderland AFC,Summer,2015,11400000.0
Fabio Borini,Italy,None,24,LW,Liverpool,Sunderland AFC,Summer,2015,10700000.0
Ricardo �lvarez,Argentina,Italy,27,AM,Inter,Sunderland AFC,Summer,2015,10500000.0
Youn�s Kaboul,France,Morocco,29,CB,Spurs,Sunderland AFC,Summer,2015,4300000.0
Santiago Vergini,Argentina,Italy,26,CB,Estudiantes,Sunderland AFC,Summer,2015,2850000.0
Sebasti�n Coates,Uruguay,Spain,24,CB,Liverpool,Sunderland AFC,Summer,2015,2800000.0
Adam Matthews,Wales,None,23,RB,Celtic,Sunderland AFC,Summer,2015,2800000.0
Connor Wickham,England,Northern Ireland,22,CF,Sunderland AFC,Crystal Palace,Summer,2015,10000000.0
Joel Dixon,England,None,21,GK,Sunderland AFC,Barrow,Summer,2015,0
El-Hadji Ba,France,Senegal,22,DM,Sunderland AFC,Charlton,Summer,2015,-1
Tom McNamee,England,None,20,CB,Sunderland AFC,Blyth Spartans,Summer,2015,-1
Anthony R�veill�re,France,None,35,RB,Sunderland AFC,None,Summer,2015,-1
Jordan Ayew,Ghana,France,23,CF,FC Lorient,Aston Villa,Summer,2015,12000000.0
